timestamp,protocol,n_nodes,n_sensors,seed,sim_time_s,grid_size_m,inter_node_distance_m,packet_size_bytes,data_rate,stack,pdr,throughput_kbps,avg_delay_ms,routing_overhead_ratio,routing_tx_packets,routing_rx_packets,data_tx_bytes,data_rx_bytes,first_node_death_s,network_lifetime_s,lifetime_threshold,avg_energy_consumed_j,energy_fairness_index,final_alive_fraction
30.000000,AODV,20,19,1,30.000000,250.000000,25.000000,512,32kb/s,"WiFi 802.11b ad-hoc MANET",0.224159,1125.792000,292.764989,5.867470,5357,7285,5168880,4221720,-1.000000,-1.000000,0.500000,3.712594,0.921691,1.000000
30.000000,DSR,20,19,1,30.000000,250.000000,25.000000,512,32kb/s,"WiFi 802.11b ad-hoc MANET",0.269580,149.913600,0.000000,8.621129,9466,9891,0,0,-1.000000,-1.000000,0.500000,3.885694,0.897566,1.000000
30.000000,RPL,10,9,1,30.000000,250.000000,25.000000,512,32kb/s,"802.15.4 + 6LoWPAN mesh-under (RPL proxy — not native RPL in NS-3.41)",0.013867,3.686400,1209.655348,0.000000,0,0,0,0,-1.000000,-1.000000,0.500000,0.000000,1.000000,1.000000
